Threshold,Morph_Kernel,Close_Iter,Open_Iter,Avg_Loss,Success_Rate,Successful,Good_Detections,Good_Rate
80,5,4,4,59.920532,0.4975,199,124,0.31
80,7,1,1,26.567049,0.7125,285,229,0.5725
80,7,1,2,71.48142,0.6475,259,194,0.485
80,7,1,3,126.19468,0.415,166,85,0.2125
80,7,1,4,215.18121,0.285,114,25,0.0625
80,7,2,1,42.00384,0.715,286,203,0.5075
80,7,2,2,32.41388,0.5775,231,175,0.4375
80,7,2,3,36.273376,0.39,156,98,0.245
80,7,2,4,65.77573,0.285,114,35,0.0875
80,7,3,1,61.92164,0.7175,287,199,0.4975
80,7,3,2,48.59007,0.6025,241,168,0.42
80,7,3,3,53.917686,0.43,172,101,0.2525
80,7,3,4,70.826485,0.3475,139,49,0.1225
80,7,4,1,69.37534,0.7175,287,196,0.49
80,7,4,2,64.57026,0.6375,255,170,0.425
80,7,4,3,68.22941,0.485,194,107,0.2675
80,7,4,4,81.93903,0.4275,171,62,0.155
80,9,1,1,26.827469,0.705,282,228,0.57
80,9,1,2,91.63777,0.4625,185,121,0.3025
80,9,1,3,186.90001,0.3225,129,30,0.075
80,9,1,4,257.48868,0.2625,105,5,0.0125
80,9,2,1,38.563606,0.705,282,206,0.515
80,9,2,2,35.357014,0.4375,175,121,0.3025
80,9,2,3,69.437126,0.3075,123,41,0.1025
80,9,2,4,191.12686,0.33,132,10,0.025
80,9,3,1,52.923473,0.71,284,195,0.4875
80,9,3,2,52.15117,0.49,196,120,0.3
80,9,3,3,75.32364,0.3725,149,48,0.12
80,9,3,4,114.10647,0.3125,125,20,0.05
80,9,4,1,65.82258,0.71,284,193,0.4825
80,9,4,2,70.380486,0.5475,219,127,0.3175
80,9,4,3,87.17619,0.47,188,62,0.155
80,9,4,4,123.42106,0.425,170,22,0.055
